1 CHOD JAN KOWALSKI
CZAS	aX	aY	aZ	1462	0	0	0	
4690	12816	1792	356	
4694	13100	1964	536	
4697	13220	1856	764	
4699	13304	1780	892	
4702	13568	1556	1084	
4705	13632	1488	1108	
4708	13672	1368	1284	
4710	13644	1244	1180	
4713	13564	1128	1080	
4716	13528	1104	1272	
4719	13592	1032	1284	
4722	13520	900	1164	
4724	13480	968	1160	
4727	13448	1044	1196	
4733	13604	912	1012	
4737	13604	1008	1080	
4740	13476	1064	1120	
4743	13512	1100	896	
4745	13520	1284	856	
4748	13644	1192	976	
4751	13576	1244	804	
4754	13552	1236	804	
4756	13544	1100	928	
4759	13608	1200	992	
4762	13740	1168	852	
4765	13884	1196	840	
4767	14072	1228	704	
4770	14076	1284	812	
4773	14048	1496	1244	
4776	14388	1468	1116	
4779	14504	1496	820	
4782	14532	1352	672	
4785	14756	1220	544	
4788	14944	1148	408	
4790	14956	1144	472	
4793	14980	1056	164	
4796	15072	1452	8	
4799	15320	1696	20	
4805	15560	2028	276	
4808	15880	2180	412	
4810	15796	2280	472	
4813	15924	2264	804	
4816	15860	2388	1096	
4819	15904	2276	1280	
4822	15848	2452	1480	
4825	16068	2480	1820	
4828	16144	2608	2444	
4831	16080	2504	2844	
4834	16208	2464	3224	
4836	16180	2552	3488	
4839	16352	2480	3768	
4842	16400	2584	3900	
4845	16544	2452	4332	
4847	16588	2568	4148	
4850	16748	2496	4344	
4853	16996	2240	4424	
4856	17020	2104	4416	
4859	17352	1836	4384	
4861	17640	1724	4256	
4865	17824	1608	4112	
4868	17936	1440	4024	
4871	18180	1360	3884	
4877	18732	1224	3388	
4880	19068	1192	3284	
4883	19400	1312	3036	
4885	19588	1560	2928	
4888	19688	1820	2640	
4891	19956	2000	2548	
4894	20100	2116	2672	
4896	20272	2188	2556	
4899	20408	2004	2580	
4902	20552	1952	2712	
4905	20540	1916	2544	
4909	20548	1652	2652	
4911	20504	1568	2420	
4914	20660	1576	2132	
4917	20592	1564	1744	
4920	20592	1548	1460	
4923	20372	1504	1156	
4925	20272	1632	780	
4928	20064	1588	640	
4931	19928	1920	560	
4934	19696	2052	384	
4936	19496	2172	460	
4939	19396	2100	452	
4945	19068	1952	764	
4948	18956	1884	1320	
4952	19128	1964	1572	
4955	18908	1884	2108	
4958	19132	2172	2616	
4960	19428	2340	2804	
4963	19896	2492	3444	
4966	20316	2568	3840	
4969	20808	2652	3968	
4971	21564	2360	4392	
4974	22168	2476	4752	
4977	23036	2652	4828	
4980	23620	2892	4724	
4983	23704	2876	4496	
4985	23724	3120	4184	
4988	23568	3500	3140	
4992	23372	3664	2376	
4995	23052	3480	1420	
4998	22776	3688	292	
5000	22556	3720	-624	
5003	22124	3820	-1780	
5006	21776	4116	-3000	
5009	21324	4440	-3948	
5015	20364	5232	-6944	
5018	20176	5364	-7552	
5021	19388	5612	-8420	
5024	18744	5548	-8864	
5026	18500	4920	-9188	
5029	18244	4044	-8972	
5032	17948	3852	-8884	
5036	17680	3332	-8868	
5039	17700	2916	-8440	
5041	17680	2728	-8128	
5044	17624	2368	-7780	
5047	17532	2176	-7444	
5050	17796	1820	-7372	
5053	17856	1760	-7064	
5056	17984	1764	-6836	
5058	18060	1972	-6716	
5061	18060	2004	-6156	
5064	17672	1872	-6156	
5067	17624	1804	-5776	
5070	17724	1940	-5556	
5073	17528	2208	-5236	
5075	17552	2556	-5028	
5079	17488	2724	-4656	
5086	17732	3148	-3792	
5088	17688	3460	-3460	
5091	17412	3744	-3068	
5094	17388	3984	-3000	
5097	17276	4356	-2400	
5100	17080	4584	-2232	
5103	16888	4800	-1468	
5105	16892	4668	-740	
5108	16660	4712	-348	
5111	16820	4760	472	
5114	16764	4756	768	
5116	16964	4772	1204	
5120	16904	4672	1712	
5123	17056	4760	2136	
5126	17356	4764	2324	
5129	17612	4752	2672	
5131	18144	4800	2736	
5134	18260	4884	2828	
5137	18720	4724	3012	
5140	19076	4428	3000	
5142	19568	4012	2992	
5145	19896	3920	2984	
5148	20064	3900	2824	
5154	19476	3772	2212	
5157	19076	3816	1612	
5160	18792	3728	1120	
5164	18232	3708	648	
5167	17796	3776	92	
5169	17596	4084	-228	
5172	16908	4244	-380	
5175	16100	4496	-772	
5178	15872	4284	-1344	
5180	15536	3732	-1276	
5183	15212	3552	-1652	
5186	14800	3316	-1780	
5189	14520	3044	-1980	
5192	14396	3200	-2200	
5194	13992	2996	-2100	
5197	13832	2908	-2368	
5200	13444	2784	-2388	
5203	13448	2516	-2464	
5207	13304	2448	-2444	
5210	13276	2316	-2488	
5212	13232	2436	-2448	
5215	13024	2224	-2040	
5222	12484	1968	-1288	
5225	12308	1644	-956	
5227	11808	1528	-452	
5230	11552	1272	-72	
5233	11360	1100	320	
5236	10932	896	548	
5238	10848	884	688	
5241	10716	724	1024	
5244	10552	688	1220	
5246	10336	772	1388	
5250	10260	696	1536	
5253	10160	840	1588	
5256	9924	820	1740	
5258	9948	1012	1796	
5261	10052	1180	1740	
5264	10164	1256	1732	
5267	10260	1460	1852	
5269	10232	1528	1896	
5272	10408	1668	2004	
5275	10308	1604	2084	
5278	10508	1568	1980	
5281	10348	1620	2220	
5283	10368	1624	2084	
5286	10460	1704	2084	
5294	10936	1920	2112	
5296	11288	1992	2100	
5299	11148	2172	1872	
5302	11400	2232	2036	
5305	11392	2232	2264	
5308	11488	2360	2184	
5310	11416	2652	2128	
5313	11476	2544	2540	
5316	11660	2640	2900	
5319	11588	2624	3076	
5321	11536	2720	3148	
5324	11620	2944	3280	
5327	11512	2872	3564	
5330	11532	2932	4024	
5334	11584	2832	3988	
5336	11540	2932	4168	
5339	11508	2924	4312	
5342	11584	3076	4192	
5345	11676	3012	4096	
5347	11500	3004	4312	
5350	11420	2892	4184	
5353	11488	3012	4088	
5356	11448	2856	4172	
5359	11472	2772	4248	
5365	11664	2564	4352	
5368	11888	2532	4492	
5371	12156	2404	4764	
5373	12556	2444	4840	
5377	12996	2308	4780	
5380	13408	2280	5116	
5383	13944	2092	4976	
5386	14324	2080	5200	
5388	14768	2140	5344	
5391	15256	2216	5264	
5394	15588	2384	5200	
5397	15820	2448	5200	
5399	16444	1996	4860	
5402	16884	1768	4788	
5405	17168	1504	4664	
5408	17200	2048	4476	
5411	17132	2256	4392	
5413	17000	2416	3988	
5416	17068	2152	3936	
5420	17080	2096	3604	
5423	16952	2136	3576	
5426	16904	1960	3232	
5428	16748	2036	3164	
5435	17040	2172	3012	
5438	16988	2236	2996	
5440	17240	2408	2728	
5443	17308	2432	2640	
5446	17600	2480	2636	
5449	17688	2512	2740	
5452	17864	2496	2640	
5454	17980	2592	2732	
5457	18180	2628	2724	
5460	18104	2796	2420	
5464	18144	3140	2176	
5466	18232	3312	2016	
5469	18368	3776	1732	
5472	18680	3860	1852	
5475	18748	3996	1648	
5478	19040	3908	1832	
5480	19276	4000	1900	
5483	19576	4068	1964	
5486	19828	4108	2220	
5489	20168	4012	2784	
5491	20432	4148	3276	
5494	20752	3668	3736	
5497	20848	3548	4264	
5504	21172	2428	6036	
5507	20972	2176	7016	
5510	20900	2188	7732	
5513	20624	2160	9052	
5516	20512	1988	10032	
5518	20732	1756	11332	
5521	20876	1468	12416	
5524	21092	1140	13008	
5527	21268	892	13440	
5530	21472	464	13528	
5532	21492	388	13744	
5535	21572	440	13528	
5538	21728	872	13536	
5541	21944	1148	13332	
5544	22364	1528	12712	
5547	23124	1988	11824	
5550	24024	2524	10640	
5553	24944	3080	9200	
5556	25448	3300	7936	
5559	26000	3988	5432	
5561	26132	4976	3020	
5564	25896	6380	616	
5567	25492	7300	-1400	
5574	24180	7816	-4548	
5576	23460	7644	-5552	
5579	22908	7360	-5832	
5582	22408	6716	-6084	
5585	21876	6484	-6420	
5588	21272	6252	-7076	
5591	20708	6228	-7348	
5594	20012	6628	-7484	
5597	19448	7112	-7632	
5600	19216	7004	-7640	
5603	19116	6060	-7540	
5606	19012	5952	-7148	
5608	18944	5716	-6612	
5611	18684	5492	-5820	
5614	18416	5016	-5192	
5617	18352	4608	-4680	
5620	18092	4160	-3788	
5623	17836	3672	-3200	
5625	17424	3216	-2376	
5628	17424	2816	-2308	
5632	17164	2360	-1924	
5635	16792	2392	-1904	
5641	16344	3556	-1492	
5644	16272	3744	-1388	
5647	16412	3616	-1600	
5650	16368	4028	-1784	
5653	16604	4432	-2060	
5655	16944	4112	-1932	
5658	17148	4024	-2112	
5661	17388	4244	-2420	
5664	17608	4200	-2296	
5667	17808	4056	-2168	
5670	18032	4048	-2208	
5672	18380	4128	-2348	
5676	18564	4424	-2316	
5679	18692	4372	-2260	
5682	18500	4244	-2192	
5685	18292	4696	-2140	
5687	17864	5176	-2348	
5690	17492	5516	-2436	
5693	16836	5828	-2444	
5696	16168	5808	-2068	
5699	15348	5908	-1780	
5702	14548	6340	-1452	
5704	14112	6316	-1096	
5711	13376	5536	436	
5714	13184	5236	1152	
5716	13036	5444	1708	
5720	13148	5244	2120	
5723	14000	5196	2288	
5726	14960	5088	2744	
5729	16024	5312	2356	
5731	17088	5256	2088	
5734	17940	5340	1524	
5737	18312	5428	1284	
5740	18416	4996	300	
5743	18624	5020	60	
5745	18416	4180	-560	
5748	17840	3864	-1064	
5751	17288	3940	-1424	
5754	16308	3616	-1444	
5756	15292	3180	-1828	
5760	14468	2584	-1740	
5763	13636	2136	-1836	
5766	13380	1892	-1852	
5769	12756	1888	-1892	
5772	12412	2020	-1816	
5774	12084	2064	-1972	
5781	11428	1904	-1896	
5784	11504	1920	-1736	
5787	11360	1676	-1656	
5789	11648	1712	-1512	
5792	11692	1672	-1308	
5795	11868	1604	-1284	
5798	12012	1480	-928	
5801	12108	1508	-908	
5804	12368	1400	-708	
5807	12424	1452	-764	
5810	12516	1464	-844	
5813	12684	1480	-852	
5816	12584	1536	-788	
5818	12756	1464	-908	
5821	12944	1404	-1044	
5824	12720	1452	-1052	
5827	12492	1424	-896	
5830	12332	1348	-1072	
5832	12164	1276	-808	
5835	12040	1388	-740	
5838	11664	1300	-592	
5841	11600	1284	-436	
5848	11424	1300	-304	
5851	11700	1380	-232	
5854	11684	1300	-152	
5857	11716	1336	36	
5859	11916	1320	112	
5862	11948	1248	248	
5865	12180	1324	308	
5867	12216	1204	268	
5870	12268	1140	452	
5873	12452	1192	636	
5876	12372	1232	508	
5878	12576	1136	452	
5881	12776	1160	416	
5884	12788	1276	192	
5888	12944	1100	196	
5890	13152	1280	96	
5893	13140	1260	252	
5896	13080	1092	384	
5899	13296	1124	372	
5901	13208	1040	704	
5904	13248	964	660	
5907	13428	948	1092	
5910	13452	732	968	
5912	13492	760	1492	
5915	13516	620	1568	
5921	13508	572	1684	
5924	13308	712	1548	
5927	13420	604	1788	
5931	13460	852	1632	
5933	13524	624	1700	
5936	13700	788	1676	
5939	13996	1164	1808	
5942	14164	928	1652	
5944	14248	1048	1664	
5947	14492	1004	1692	
5950	14748	884	1776	
5953	15044	832	1676	
5956	15372	788	1972	
5958	15488	556	1920	
5961	15860	960	1648	
5964	15980	1084	1816	
5967	15916	1132	1756	
5969	16116	1204	1776	
5972	16272	1192	1904	
5976	16436	1100	1960	
5979	16360	1068	2296	
5981	16388	920	2384	
5984	16468	952	2348	
5987	16620	1044	2680	
6005	16416	1580	2520	
6008	16308	1568	2460	
6010	16112	1548	2480	
6013	16248	1468	2500	
6017	16500	1328	2804	
6020	16556	1136	2956	
6022	16768	952	3148	
6025	17264	584	3460	
6028	17796	380	3656	
6031	17936	408	3676	
6033	18228	168	3604	
6036	18492	192	3672	
6039	18936	340	3524	
6042	19180	408	3636	
6044	19456	312	3480	
6047	19756	536	3372	
6050	20012	608	3372	
6053	20176	544	3284	
6055	20252	580	3416	
6059	20636	580	3424	
6062	20728	708	3480	
6065	20900	692	3552	
6067	21100	528	3580	
6070	21276	468	3552	
6076	21428	200	3384	
6079	21132	44	3352	
6082	21116	116	3272	
6084	20872	124	2988	
6087	20812	108	2840	
6090	20680	-40	2920	
6093	20368	-100	2796	
6095	19988	-108	2464	
6098	19616	-60	2324	
6102	19236	-16	2496	
6105	18948	-92	2568	
6107	18664	-108	2448	
6110	18384	-16	2700	
6113	18544	-152	2884	
6116	18876	-140	2812	
6118	19072	44	3136	
6121	19280	-24	3492	
6124	19912	68	3436	
6127	20344	-52	3464	
6129	21064	-92	3188	
6132	21660	-64	2864	
6135	22884	296	2196	
6138	23516	380	1304	
6140	24128	500	208	
6153	23448	2220	-4580	
6155	23208	2400	-5424	
6158	22516	2192	-6044	
6161	22588	2364	-6636	
6164	22100	2164	-7232	
6167	21728	2132	-8344	
6170	21332	2680	-8972	
6172	20872	3348	-9672	
6175	20156	3692	-9996	
6178	20004	4032	-9936	
6181	19508	3968	-9776	
6184	19416	3540	-9696	
6187	19172	3044	-9056	
6190	18792	2280	-8744	
6193	18868	1956	-7992	
6196	18760	1640	-7352	
6199	19356	1752	-6436	
6202	19740	1404	-5492	
6204	20620	1120	-4768	
6207	21324	552	-3840	
6210	22188	-288	-2824	
6213	22728	-1140	-2176	
6219	22032	-2432	-1212	
6222	21524	-2228	-1312	
6225	20952	-1420	-1172	
6228	20352	-476	-1012	
6231	19716	100	-928	
6234	18936	280	-1496	
6237	18648	636	-1716	
6240	18288	1304	-2216	
6243	18012	2280	-2704	
6245	17676	3248	-3004	
6248	17108	4732	-3468	
6251	17184	5204	-3668	
6254	17068	6088	-3960	
6257	17512	5728	-3464	
6260	17532	5904	-3208	
6262	17912	5540	-2016	
6265	18468	5152	-1588	
6268	18600	4980	-568	
6272	18548	4292	104	
6275	18140	3844	692	
6277	17644	3400	1452	
6280	17548	2980	2216	
6283	17480	3228	2232	
6289	17856	3820	2116	
6292	18316	3900	1892	
6295	18568	3964	1668	
6297	18940	3964	1128	
6300	19204	3832	852	
6303	19016	3524	704	
6306	19012	3108	188	
6308	18692	3068	-348	
6311	18684	2956	-932	
6315	18440	2628	-1480	
6318	18208	2396	-1776	
6321	17856	2112	-2564	
6323	17528	1940	-2948	
6326	17280	1624	-3564	
6329	16996	1564	-3888	
6332	16704	1532	-4012	
6335	16332	1256	-4392	
6338	15860	1428	-4588	
6340	15664	1304	-4804	
6343	15380	1536	-4620	
6346	14844	1652	-4612	
6349	14804	1704	-4652	
6352	14880	1272	-4260	
6359	14840	1400	-3964	
6362	14732	1516	-3392	
6365	14680	1476	-3292	
6367	14624	1432	-2800	
6370	14472	1404	-2724	
6373	14428	1408	-2308	
6376	14320	1360	-2024	
6379	14116	1428	-1672	
6382	13908	1472	-1448	
6384	13908	1588	-1364	
6387	13960	1476	-1044	
6390	13808	1568	-1164	
6393	13760	1672	-944	
6396	13792	1732	-1080	
6398	13964	1680	-764	
6402	13800	1760	-1084	
6405	13692	1868	-1116	
6408	13532	1612	-1212	
6411	13492	1632	-1256	
6413	13328	1512	-1300	
6416	13460	1548	-1388	
6419	13080	1656	-1608	
6425	13084	1516	-1804	
6428	13236	1420	-1480	
6431	13400	1012	-1452	
6434	13628	1116	-1476	
6437	13692	892	-1660	
6439	13940	760	-1544	
6443	13972	728	-1356	
6446	14316	768	-1480	
6449	14340	684	-1344	
6452	14492	472	-1232	
6454	14468	496	-1236	
6457	14564	740	-1228	
6460	14664	580	-1396	
6463	14912	564	-1472	
6465	14940	604	-1284	
6468	14936	676	-1512	
6471	15104	700	-1712	
6474	14980	708	-1716	
6477	15068	472	-1580	
6479	15188	556	-1764	
6482	14980	636	-1692	
6486	14992	876	-1944	
6489	14840	804	-1920	
6495	14984	1204	-1880	
6498	14972	1140	-1784	
6501	14784	1032	-1724	
6503	14816	1052	-1704	
6506	14812	1072	-1732	
6509	14848	972	-1496	
6512	15028	880	-1556	
6515	14912	852	-1216	
6517	15036	1020	-1556	
6520	15104	964	-1444	
6523	15156	1192	-1688	
6526	15364	1344	-1816	
6530	15420	1584	-1948	
6532	15572	1496	-2032	
6535	15484	1452	-1532	
6538	15496	1360	-1556	
6541	15492	1196	-1392	
6544	15560	1168	-1284	
6547	15416	1196	-1144	
6549	15460	1264	-1188	
6552	15636	1288	-1296	
6555	15672	1256	-1292	
6558	15720	1344	-1416	
6564	16232	1180	-1500	
6567	16596	1024	-1288	
6571	16776	716	-1380	
6574	17228	672	-1608	
6576	17452	748	-1592	
6579	17832	548	-1880	
6582	18104	384	-2148	
6585	18552	-116	-2576	
6588	18748	-600	-3120	
6590	18908	-664	-3448	
6593	19020	-920	-4080	
6596	18680	-580	-4552	
6599	18508	-548	-4824	
6602	18444	-328	-5252	
6604	18220	36	-5720	
6607	17892	268	-5892	
6610	17592	612	-6084	
6614	17068	664	-6072	
6617	16888	1084	-5860	
6619	16524	988	-5724	
6622	16380	1244	-5240	
6625	16152	1500	-5360	
6628	15968	1900	-4848	
6634	15420	1652	-4052	
6637	15080	1508	-3712	
6640	14912	1516	-3496	
6643	15180	1340	-3060	
6645	14948	1512	-3212	
6648	15092	1424	-3144	
6651	15048	1444	-3192	
6654	14992	1480	-3520	
6658	15508	1396	-3688	
6660	15708	1280	-4308	
6663	15848	1248	-4408	
6666	15780	1392	-5084	
6669	15644	1604	-5784	
6672	15600	1756	-6500	
6675	15532	2092	-7280	
6677	15032	2768	-8100	
6680	14704	3480	-8752	
6683	15032	3236	-9328	
6686	15572	2584	-9512	
6689	15808	2492	-9608	
6691	16076	2136	-9632	
6694	16700	2160	-9296	
6702	18140	2428	-8780	
6704	19084	2168	-8484	
6707	19780	1892	-8344	
6710	20568	1540	-8156	
6713	21364	1492	-7496	
6716	21812	1764	-6956	
6719	22268	1936	-6756	
6721	22584	1988	-6292	
6724	22772	1528	-5612	
6727	22832	680	-5044	
6730	22932	200	-4516	
6733	23084	40	-3908	
6735	22872	-380	-3476	
6738	22620	-568	-3216	
6742	22540	-564	-3236	
6745	22528	-508	-3220	
6748	22072	-604	-3292	
6750	21824	-492	-3504	
6753	21584	-536	-3596	
6756	21272	-656	-3636	
6759	21032	-684	-3940	
6762	20432	-688	-4044	
6768	19528	-452	-4128	
6771	18916	-516	-4320	
6774	18268	-340	-4280	
6777	18068	-272	-4304	
6779	17804	-280	-4536	
6782	17560	-392	-4876	
6786	17344	-756	-5088	
6789	17340	-824	-5228	
6792	17056	-560	-5520	
6794	17204	-344	-5780	
6797	17060	28	-5912	
6800	17032	292	-6284	
6803	17156	548	-6368	
6806	17228	484	-6368	
6808	17220	584	-6400	
6811	17280	728	-6316	
6814	17204	992	-6304	
6817	17216	1412	-6496	
6820	17308	1760	-6480	
6822	17416	2256	-6248	
6825	17240	2424	-6296	
6829	17172	2356	-6172	
6832	17116	2424	-5968	
6838	16796	2528	-5512	
6841	16636	2624	-5180	
6844	16380	2736	-4876	
6847	16420	2836	-4796	
6849	16112	2884	-4456	
6852	15816	2916	-3912	
6855	15548	2816	-3536	
6858	15396	2676	-3212	
6861	15052	2616	-2664	
6864	14892	2576	-2388	
6866	14940	2572	-2044	
6870	14728	2456	-1764	
6873	14872	2544	-1316	
6876	14800	2512	-1112	
6879	14820	2524	-780	
6881	15020	2532	-480	
6884	15036	2596	-148	
6887	15124	2516	52	
6890	14920	2432	104	
6892	15032	2324	12	
6895	14808	2260	-32	
6898	14648	2216	-140	
6901	14640	2000	-280	
6907	14624	1852	-744	
6910	14776	1848	-1004	
6914	14968	2072	-1316	
6916	15040	2072	-1640	
6919	15172	2100	-1832	
6922	15408	2288	-2032	
6925	15692	2432	-2480	
6928	15828	2552	-2548	
6930	16024	2792	-2704	
6933	16152	2752	-2668	
6936	16216	3008	-2992	
6939	16304	3060	-3064	
6942	16260	3308	-3412	
6945	16156	3376	-3356	
6947	16264	3652	-3556	
6950	16096	4020	-3524	
6953	15848	4404	-3696	
6957	15756	4764	-3720	
6960	15372	5116	-3816	
6963	15252	4952	-3344	
6965	15128	5136	-3124	
6968	14904	5332	-2552	
6975	14720	5456	-1608	
6977	14600	5356	-816	
6980	14740	5104	72	
6983	14760	5052	1012	
6986	15004	4720	1856	
6988	15204	4624	2372	
6991	15416	4392	3316	
6994	15412	4256	3764	
6998	15464	4144	4020	
7001	15676	4320	4220	
7003	15680	4136	4144	
7006	15728	3900	4168	
7009	15820	3860	4020	
7012	15852	3916	3308	
7014	16060	3832	2720	
7017	16216	3572	2168	
7020	16332	3748	1532	
7023	16528	3660	904	
7026	16660	3520	696	
7028	16824	3128	420	
7031	16988	2764	40	
7034	16900	2708	-268	
7037	16756	2984	-604	
7040	16512	3176	-568	
7047	15852	3228	-580	
7049	15528	3120	-504	
7052	15292	3064	-100	
7055	15144	2992	-120	
7058	14928	3064	-44	
7061	14888	3044	268	
7063	14956	3252	460	
7066	15000	3128	592	
7069	14800	3400	896	
7072	14924	3512	1368	
7074	15116	3444	1688	
7077	15288	3660	2136	
7080	15508	3616	2364	
7084	15588	3540	2572	
7086	15604	3416	2884	
7089	15852	3404	2948	
7092	15976	3356	3172	
7095	16248	3284	3192	
7098	16476	3244	3388	
7100	16464	3176	3540	
7103	16932	3200	3340	
7106	17268	3376	3184	
7109	17224	3240	3168	
7115	17288	2884	2820	
7118	17184	2880	2792	
7121	17320	3132	2796	
7123	17376	3076	2588	
7127	17232	2980	2564	
7130	17108	2980	2388	
7133	17340	2932	2196	
7136	17316	2768	2284	
7138	17268	2824	2216	
7141	17348	2804	2444	
7144	17348	2632	2812	
7147	17472	2624	2816	
7149	17456	2312	3132	
7152	17452	2020	3372	
7155	17352	2200	3236	
7158	17440	2028	3140	
7161	17440	2036	3220	
7163	17432	1940	3240	
7166	17528	1924	3048	
7170	17512	1828	3408	
7173	17532	1916	3148	
7176	17544	2064	3312	
7178	17852	2156	2960	
7185	18000	2380	2648	
7187	17956	2336	2496	
7190	18072	2348	1976	
7193	18220	2356	2000	
7196	18840	2528	1748	
7199	19360	2596	1784	
7201	19568	2612	1704	
7204	19952	2592	1588	
7207	20316	2512	1324	
7211	20840	2396	1436	
7214	21480	2104	900	
7216	22004	1948	632	
7219	22504	1916	-96	
7222	22684	2056	-420	
7225	22728	2152	-960	
7227	22664	2304	-1644	
7230	22388	2424	-2632	
7233	22008	2332	-3576	
7236	21616	2640	-4688	
7239	21184	2992	-5680	
7241	20456	3660	-6792	
7244	19900	4112	-7308	
7247	19200	4524	-7748	
7255	18296	3872	-7684	
7257	17872	3120	-7680	
7260	17684	2460	-7608	
7263	17216	1948	-7252	
7266	17116	1456	-6896	
7269	16856	916	-6616	
7271	16828	364	-5900	
7274	16660	-240	-5764	
7277	16644	-708	-5712	
7280	16372	-832	-5780	
7283	15920	-240	-6120	
7286	15424	552	-6368	
7288	15176	1192	-6628	
7291	14720	1952	-6768	
7294	14648	1484	-7056	
7298	14924	1308	-7064	
7301	14596	1776	-7252	
7303	14564	1804	-6960	
7306	14484	2000	-6924	
7309	14476	2244	-6768	
7312	14424	2612	-6396	
7315	14440	2756	-5892	
7318	14560	2932	-5488	
7324	14668	3532	-3944	
7327	14828	3488	-3140	
7330	14964	3816	-2488	
7332	15276	3920	-1800	
7335	15696	3704	-1240	
7339	16052	3656	-692	
7342	16700	3480	16	
7345	17108	3444	472	
7347	17664	3676	1164	
7350	17948	3608	1880	
7353	18392	3392	2516	
7356	18708	3296	2676	
7358	18972	2800	3420	
7361	18912	3136	3580	
7364	18520	3880	3364	
7367	18408	3888	3160	
7370	18312	4144	2792	
7372	18268	4080	2120	
7375	18216	4332	1880	
7378	18256	4212	1492	
7382	18280	4240	1192	
7384	18156	4032	968	
7387	18080	3876	636	
7394	17988	3532	-68	
7396	17768	3404	-580	
7399	17956	3256	-912	
7402	17548	3168	-1444	
7405	17380	3040	-1864	
7408	17040	2904	-2272	
7410	16724	2864	-2460	
7413	16552	2760	-2912	
7416	16228	3236	-3192	
7419	15932	3076	-3624	
7422	15572	3024	-3680	
7425	15424	2992	-3844	
7428	14996	2728	-3700	
7431	14620	2612	-3568	
7434	14380	2748	-3440	
7437	14100	2720	-3336	
7440	14064	2728	-3136	
7442	13784	2728	-2936	
7445	13644	2912	-2688	
7448	13404	2768	-2388	
7451	13420	2840	-1972	
7454	13380	2832	-1660	
7460	13436	2676	-788	
7463	13576	2556	-256	
7467	13804	2768	128	
7469	13820	2740	264	
7472	13992	2852	608	
7475	14000	2988	828	
7478	13964	2940	972	
7480	13972	3068	1228	
7483	14124	2992	1296	
7486	14160	3200	1336	
7489	14096	3228	1816	
7492	14068	3156	1820	
7494	14264	3228	1996	
7497	14256	3156	2036	
7500	14224	3500	2064	
7503	14300	3436	2104	
7505	14172	3272	2228	
7508	14304	3452	2088	
7512	14096	3408	1880	
7515	14012	3512	2060	
7518	13824	3668	1780	
7520	13640	3516	1872	
7523	13588	3680	2020	
7526	13616	3564	2028	
7532	13360	3356	2232	
7535	13336	3388	2344	
7538	13316	3276	2376	
7541	13108	3292	2348	
7544	13276	3272	2316	
7546	13248	3228	2320	
7549	13204	3228	2212	
7553	13304	3276	2364	
7556	13308	3136	2264	
7558	13376	3252	2276	
7561	13448	3140	2216	
7564	13520	3288	2148	
7567	13452	3192	2300	
7570	13460	3328	2268	
7572	13524	3108	2368	
7575	13496	2992	2400	
7578	13464	2968	2560	
7581	13496	2892	2428	
7584	13684	2952	2392	
7586	13480	2932	2848	
7589	13652	2804	2920	
7592	13640	2776	2900	
7596	13772	2768	2796	
7602	13848	2464	3004	
7605	14032	2156	2984	
7608	14212	2244	2892	
7610	14428	2256	2732	
7613	14676	2236	2696	
7616	14984	2300	2688	
7619	15144	1988	2808	
7622	15048	2000	2748	
7624	15244	2064	2516	
7627	15500	2232	2396	
7630	15572	2428	2236	
7633	15608	2412	2240	
7635	15712	2564	2140	
7639	15892	2580	2072	
7642	16024	2752	1976	
7645	16160	2848	1800	
7648	16132	2896	1664	
7650	16032	3196	1680	
7653	16296	3212	1748	
7656	16636	3240	1788	
7659	16924	3304	1812	
7662	17120	3272	2004	
7664	17284	3116	2036	
7667	17444	3040	2328	
7674	17784	2904	2524	
7676	17984	3040	2656	
7680	17964	2928	2620	
7683	17948	2696	2692	
7686	17944	2552	2700	
7688	18104	2388	2560	
7691	18028	2532	2580	
7694	17976	2340	2644	
7697	17888	2472	2612	
7700	18180	2340	2596	
7702	18340	2312	2628	
7705	18292	2248	2368	
7708	18488	2036	2200	
7711	18516	2228	2164	
7714	18800	2220	1836	
7716	18960	2500	1812	
7719	19096	2744	1472	
7723	19300	2836	1284	
7726	19276	3176	980	
7728	19524	3096	1012	
7731	19464	3328	816	
7734	19496	3544	768	
7737	19848	3412	1120	
7743	20128	3160	1928	
7746	20340	3116	2068	
7749	20288	3504	2712	
7752	20096	3676	2896	
7754	20296	3768	3572	
7757	20416	3904	4144	
7760	20300	3776	4480	
7763	20632	3792	5276	
7766	20804	3624	5924	
7769	20872	3500	6548	
7772	21236	2948	7028	
7775	21472	2608	7136	
7778	21764	3260	7348	
7780	21744	3796	6920	
7783	22252	4100	6716	
7786	22688	4532	5996	
7789	23104	4936	5348	
7792	23420	5464	4596	
7794	23568	6028	3704	
7797	23772	6380	2876	
7800	23652	6604	2432	
7803	23804	6732	2012	
7805	23824	6628	1588	
7813	23352	6272	1132	
7816	22912	5916	1104	
7818	22624	5904	840	
7821	22144	5780	424	
7824	21652	5568	24	
7827	21192	5612	-144	
7829	20744	6168	-608	
7832	20128	6640	-908	
7835	20072	6560	-896	
7838	19540	6404	-1028	
7841	19428	6168	-1320	
7843	19240	6056	-1368	
7846	18984	5632	-1284	
7849	18792	5388	-1168	
7853	18528	5020	-1328	
7856	18272	5052	-1460	
7859	18056	4876	-1360	
7861	17696	4584	-1744	
7864	17356	4596	-2056	
7867	17028	4504	-2028	
7870	16536	4456	-2080	
7873	16196	4076	-2344	
7875	15916	3800	-2496	
7882	15408	3384	-2728	
7885	15136	3356	-3000	
7888	14768	3332	-3396	
7890	14720	3156	-3792	
